week_start,source,skill,job_count
2026-05-25,topcv,Kiến Thức Về An Toàn Thông Tin,1
2026-05-25,topcv,Kỹ Năng Triển Khai Phần Mềm,1
2026-05-25,topcv,Kỹ năng bán hàng,1
2026-05-25,topcv,Kỹ năng giao tiếp,1
2026-05-25,topcv,Kỹ năng giải quyết vấn đề,1
2026-05-25,topcv,Kỹ năng làm việc nhóm,1
2026-05-25,topcv,Radix UI,1
2026-05-25,topcv,React,1
2026-05-25,topcv,React 18 functional components,1
2026-05-25,topcv,Responsive Design,1
2026-05-25,topcv,Tailwind Css,1
2026-05-25,topcv,Thuyết trình,1
2026-05-25,topcv,Tiếng Anh,1
2026-05-25,topcv,TypeScript,1
2026-05-25,topcv,TypeScript strict,1
2026-05-25,topcv,Xây dựng mối quan hệ,1
2026-05-25,topcv,custom hooks,1
2026-05-25,topcv,Đàm phán,1
2026-06-01,itviec,.NET,14
2026-06-01,itviec,AI,26
2026-06-01,itviec,API,11
2026-06-01,itviec,ARM Cortex,1
2026-06-01,itviec,ASP.NET,5
2026-06-01,itviec,AWS,39
2026-06-01,itviec,Agile,14
2026-06-01,itviec,Android,9
2026-06-01,itviec,Angular,11
2026-06-01,itviec,Apache Airflow,1
2026-06-01,itviec,Apache Struts,1
2026-06-01,itviec,Appium,1
2026-06-01,itviec,Automation Test,7
2026-06-01,itviec,Azure,27
2026-06-01,itviec,BLE,1
2026-06-01,itviec,BPMN,1
2026-06-01,itviec,BRD,1
2026-06-01,itviec,Big Data,1
2026-06-01,itviec,Blockchain,4
2026-06-01,itviec,Bridge Engineer,1
2026-06-01,itviec,Business Analysis,12
2026-06-01,itviec,Business Intelligence,2
2026-06-01,itviec,C#,9
2026-06-01,itviec,C++,1
2026-06-01,itviec,CI/CD,16
2026-06-01,itviec,CSS,6
2026-06-01,itviec,Chinese,1
2026-06-01,itviec,Clean Architecture,1
2026-06-01,itviec,Cloud,16
2026-06-01,itviec,Cloud Security,3
2026-06-01,itviec,CloudFormation,2
2026-06-01,itviec,Computer Vision,1
2026-06-01,itviec,Cybersecurity,1
2026-06-01,itviec,DBT,2
2026-06-01,itviec,Dart,3
2026-06-01,itviec,Data Analysis,12
2026-06-01,itviec,Data Engineer,6
2026-06-01,itviec,Data Privacy / Compliance,2
2026-06-01,itviec,Data Quality Tools,2
2026-06-01,itviec,Data Science,4
2026-06-01,itviec,Data Warehousing,3
2026-06-01,itviec,Data modeling,2
2026-06-01,itviec,Data-driven,1
2026-06-01,itviec,Database,6
2026-06-01,itviec,Databricks,1
2026-06-01,itviec,Deep Learning,1
2026-06-01,itviec,Design,2
2026-06-01,itviec,Design Systems,2
2026-06-01,itviec,DevOps,37
2026-06-01,itviec,DevSecOps,4
2026-06-01,itviec,Digital Forensics,1
2026-06-01,itviec,Docker,35
2026-06-01,itviec,DynamoDB,2
2026-06-01,itviec,ELK,1
2026-06-01,itviec,ELT,3
2026-06-01,itviec,ERP,3
2026-06-01,itviec,ETL,2
2026-06-01,itviec,Elixir,1
2026-06-01,itviec,Embedded,2
2026-06-01,itviec,Embedded C,1
2026-06-01,itviec,English,30
2026-06-01,itviec,Event-Driven Architecture,1
2026-06-01,itviec,FastAPI,1
2026-06-01,itviec,Figma,1
2026-06-01,itviec,Firebase,1
2026-06-01,itviec,Firewall,1
2026-06-01,itviec,Firmware,1
2026-06-01,itviec,Flutter,7
2026-06-01,itviec,Fresher Accepted,4
2026-06-01,itviec,Fullstack,5
2026-06-01,itviec,GCP,16
2026-06-01,itviec,Git,5
2026-06-01,itviec,Go,15
2026-06-01,itviec,Google BigQuery,1
2026-06-01,itviec,Governance,2
2026-06-01,itviec,GraphQL,2
2026-06-01,itviec,HRM / HCM,1
2026-06-01,itviec,HTML,6
2026-06-01,itviec,HTML5,1
2026-06-01,itviec,Hardware Design,2
2026-06-01,itviec,Hibernate,1
2026-06-01,itviec,ISO 27001,1
2026-06-01,itviec,IT Audit,1
2026-06-01,itviec,IT Governance,2
2026-06-01,itviec,IT Support,2
2026-06-01,itviec,ITIL Foundation,1
2026-06-01,itviec,Incident Response,2
2026-06-01,itviec,Information Security,2
2026-06-01,itviec,Integration test,1
2026-06-01,itviec,Internship Accepted,14
2026-06-01,itviec,IoT,2
2026-06-01,itviec,Ionic,1
2026-06-01,itviec,JQuery,1
2026-06-01,itviec,JSON,1
2026-06-01,itviec,Japanese,2
2026-06-01,itviec,Japanese IT Communication,1
2026-06-01,itviec,Java,31
2026-06-01,itviec,JavaScript,22
2026-06-01,itviec,Jenkins,1
2026-06-01,itviec,Jira,6
2026-06-01,itviec,Kafka,4
2026-06-01,itviec,Kanban,1
2026-06-01,itviec,Keras,1
2026-06-01,itviec,Kotlin,3
2026-06-01,itviec,Kubernetes,17
2026-06-01,itviec,LLM,4
2026-06-01,itviec,Laravel,1
2026-06-01,itviec,Leadership,5
2026-06-01,itviec,Linux,12
2026-06-01,itviec,MLOps,2
2026-06-01,itviec,MVC,3
2026-06-01,itviec,Machine Learning,5
2026-06-01,itviec,Malware Analysis,1
2026-06-01,itviec,Matlab,1
2026-06-01,itviec,Microservices,4
2026-06-01,itviec,Microsoft SQL Server,2
2026-06-01,itviec,Mobile Apps,3
2026-06-01,itviec,MongoDB,10
2026-06-01,itviec,MySQL,17
2026-06-01,itviec,NLP,1
2026-06-01,itviec,NestJS,1
2026-06-01,itviec,Networking,1
2026-06-01,itviec,NextJS,4
2026-06-01,itviec,NoSQL,2
2026-06-01,itviec,Node.js,16
2026-06-01,itviec,OOP,3
2026-06-01,itviec,Oracle,8
2026-06-01,itviec,PHP,4
2026-06-01,itviec,Playwright,2
2026-06-01,itviec,PostgreSQL,20
2026-06-01,itviec,Postman,2
2026-06-01,itviec,Power Automate,1
2026-06-01,itviec,Power BI,10
2026-06-01,itviec,Presale,3
2026-06-01,itviec,Product Design,2
2026-06-01,itviec,Product Management,4
2026-06-01,itviec,Product Owner,3
2026-06-01,itviec,Product strategy,1
2026-06-01,itviec,Project Management,5
2026-06-01,itviec,Prompt Engineering,1
2026-06-01,itviec,Python,47
2026-06-01,itviec,QA,10
2026-06-01,itviec,QA QC,12
2026-06-01,itviec,QlikView,2
2026-06-01,itviec,React,25
2026-06-01,itviec,React Native,5
2026-06-01,itviec,Redis,8
2026-06-01,itviec,Risk & Compliance,2
2026-06-01,itviec,Risk Management,4
2026-06-01,itviec,Robot Framework,2
2026-06-01,itviec,Robotic Process Automation (RPA),1
2026-06-01,itviec,Rust,1
2026-06-01,itviec,SAP,1
2026-06-01,itviec,SIEM,3
2026-06-01,itviec,SQL,59
2026-06-01,itviec,Scrum,7
2026-06-01,itviec,Security,7
2026-06-01,itviec,Selenium,3
2026-06-01,itviec,Shopify,1
2026-06-01,itviec,SoapUI,1
2026-06-01,itviec,Software Architecture,3
2026-06-01,itviec,Spark,1
2026-06-01,itviec,Spring,4
2026-06-01,itviec,Spring Boot,3
2026-06-01,itviec,Stakeholder management,2
2026-06-01,itviec,Statistical Analysis,1
2026-06-01,itviec,Strategy planning,1
2026-06-01,itviec,Swift,2
2026-06-01,itviec,System Admin,3
2026-06-01,itviec,System Architecture,1
2026-06-01,itviec,Tableau,8
2026-06-01,itviec,Team Management,7
2026-06-01,itviec,Terraform,6
2026-06-01,itviec,Tester,14
2026-06-01,itviec,Twisted,1
2026-06-01,itviec,TypeScript,14
2026-06-01,itviec,UI-UX,1
2026-06-01,itviec,UML,1
2026-06-01,itviec,Unit test,1
2026-06-01,itviec,Unix,1
2026-06-01,itviec,User story,1
2026-06-01,itviec,VBA,1
2026-06-01,itviec,VMware,1
2026-06-01,itviec,Vue,7
2026-06-01,itviec,VueJS,5
2026-06-01,itviec,Waterfall Methodology,1
2026-06-01,itviec,Wireframing,1
2026-06-01,itviec,Wordpress,3
2026-06-01,itviec,iOS,8
2026-06-01,topcv,(unknown),12
2026-06-01,topcv,AI solutions,1
2026-06-01,topcv,AI trong kiểm thử,1
2026-06-01,topcv,AMPQ,1
2026-06-01,topcv,API Testing,1
2026-06-01,topcv,ARM,1
2026-06-01,topcv,AVR),1
2026-06-01,topcv,AWS,2
2026-06-01,topcv,Adjust,1
2026-06-01,topcv,Agile,1
2026-06-01,topcv,Agile Scrum Master,1
2026-06-01,topcv,Amazon,1
2026-06-01,topcv,Appium,1
2026-06-01,topcv,Appsumer,1
2026-06-01,topcv,Artificial Intelligence,1
2026-06-01,topcv,AutoCAD,1
2026-06-01,topcv,Automation Testing,1
2026-06-01,topcv,Automation test framework,1
2026-06-01,topcv,B2B Sales,1
2026-06-01,topcv,Bán Hàng,3
2026-06-01,topcv,Bảo Mật,1
2026-06-01,topcv,C#,2
2026-06-01,topcv,CI/CD,3
2026-06-01,topcv,Clean Architecture,1
2026-06-01,topcv,Concurrency,1
2026-06-01,topcv,Công Nghệ Thông Tin,1
2026-06-01,topcv,Cơ sở hạ tầng,1
2026-06-01,topcv,Devops,2
2026-06-01,topcv,Docker,5
2026-06-01,topcv,Embedded,1
2026-06-01,topcv,Enterprise sales,1
2026-06-01,topcv,Excel,2
2026-06-01,topcv,Fabricjs,1
2026-06-01,topcv,Fast API,1
2026-06-01,topcv,Figma,1
2026-06-01,topcv,Firebase,1
2026-06-01,topcv,Flutter,2
2026-06-01,topcv,Gamification,1
2026-06-01,topcv,Gherkin (Cucumber),1
2026-06-01,topcv,Giao tiếp,8
2026-06-01,topcv,Giao tiếp tốt,1
2026-06-01,topcv,Git,3
2026-06-01,topcv,Giáo Dục,1
2026-06-01,topcv,Giải pháp B2B,1
2026-06-01,topcv,Giải quyết vấn đề,1
2026-06-01,topcv,Global planning,1
2026-06-01,topcv,Google Ads,1
2026-06-01,topcv,Google Analytics,1
2026-06-01,topcv,Google Cloud Platform,1
2026-06-01,topcv,Hiểu Biết Sâu Rộng Về Công Nghệ Thông Tin,1
2026-06-01,topcv,Hiểu biết SDLC,1
2026-06-01,topcv,Hiểu biết STLC,1
2026-06-01,topcv,Hỗ Trợ Ứng Dụng,1
2026-06-01,topcv,ISTQB Foundation,1
2026-06-01,topcv,IT Solution,1
2026-06-01,topcv,Integration test,1
2026-06-01,topcv,It,1
2026-06-01,topcv,Java,5
2026-06-01,topcv,JavaScript,1
2026-06-01,topcv,Javascript,2
2026-06-01,topcv,Jira,1
2026-06-01,topcv,Khả năng hợp tác,1
2026-06-01,topcv,Khả năng ứng biến giải quyết vấn đề,1
2026-06-01,topcv,Kinh nghiệm SQL,1
2026-06-01,topcv,Kiến Thức Về Bảo Mật,1
2026-06-01,topcv,Kiểm Thử Bảo Mật,1
2026-06-01,topcv,Kiểm thử hiệu năng,1
2026-06-01,topcv,Kotlin,2
2026-06-01,topcv,Kubernetes,2
2026-06-01,topcv,Kỹ Năng Giao Tiếp Và Thuyết Trình Xuất Sắc,1
2026-06-01,topcv,Kỹ Năng Lập Kế Hoạch,1
2026-06-01,topcv,Kỹ Năng Phân Tích Yêu Cầu,1
2026-06-01,topcv,Kỹ năng bán hàng,1
2026-06-01,topcv,Kỹ năng làm việc nhóm,1
2026-06-01,topcv,Kỹ năng lập báo cáo,1
2026-06-01,topcv,Linux,2
2026-06-01,topcv,Local planning,1
2026-06-01,topcv,Locator Strategy,1
2026-06-01,topcv,Log Analysis,1
2026-06-01,topcv,Log bug,1
2026-06-01,topcv,Làm Việc Nhóm Và Quản Lý Thời Gian Hiệu Quả,1
2026-06-01,topcv,Làm việc nhóm,1
2026-06-01,topcv,Lãnh đạo,1
2026-06-01,topcv,Lên kế hoạch test,1
2026-06-01,topcv,Lập Trình C++,1
2026-06-01,topcv,Lập Trình Python,1
2026-06-01,topcv,Manual Testing,1
2026-06-01,topcv,Marketing,1
2026-06-01,topcv,Mentoring,1
2026-06-01,topcv,Microsoft Office,1
2026-06-01,topcv,Multithreading,1
2026-06-01,topcv,Mvvm,1
2026-06-01,topcv,MySQL,2
2026-06-01,topcv,Mạng lưới,1
2026-06-01,topcv,Nestjs,1
2026-06-01,topcv,Ngoại Ngữ (tiếng Anh),1
2026-06-01,topcv,Ngân Hàng,1
2026-06-01,topcv,Node.js,2
2026-06-01,topcv,OOP,1
2026-06-01,topcv,PHP,1
2026-06-01,topcv,PL/SQL,1
2026-06-01,topcv,PLC,1
2026-06-01,topcv,PMP,1
2026-06-01,topcv,Page Object Model,1
2026-06-01,topcv,Phát Triển Ứng Dụng,1
2026-06-01,topcv,Phân Tích Nguyên Nhân Gốc Rễ,1
2026-06-01,topcv,Phân Tích Nhu Cầu Khách Hàng Và Đề Xuất Giải Pháp Phù Hợp,1
2026-06-01,topcv,Phân Tích Tài Liệu,1
2026-06-01,topcv,Phân tích,1
2026-06-01,topcv,Phân tích dữ liệu,1
2026-06-01,topcv,Phần mềm AI,1
2026-06-01,topcv,PostgreSQL,2
2026-06-01,topcv,PostgresSQL,1
2026-06-01,topcv,Pubsub,1
2026-06-01,topcv,Python,3
2026-06-01,topcv,QA,1
2026-06-01,topcv,Quản Lý Chiến Dịch Facebook Ads,1
2026-06-01,topcv,Quản Lý Dự Án,2
2026-06-01,topcv,Quản Lý Dự Án It,1
2026-06-01,topcv,Quản Lý Mối Quan Hệ,1
2026-06-01,topcv,Quản Lý Rủi Ro,2
2026-06-01,topcv,Quản Lý Sản Phẩm,1
2026-06-01,topcv,Quản Lý Tiến Độ,1
2026-06-01,topcv,Quản Lý Tài Khoản,1
2026-06-01,topcv,Quản lý thời gian,1
2026-06-01,topcv,Quản lý/phân tích ứng dụng,1
2026-06-01,topcv,ROS,1
2026-06-01,topcv,RPC,1
2026-06-01,topcv,React,1
2026-06-01,topcv,Redis,1
2026-06-01,topcv,SLAM,1
2026-06-01,topcv,SQL,4
2026-06-01,topcv,SVN,1
2026-06-01,topcv,SaaS,1
2026-06-01,topcv,Sql Cơ Bản,1
2026-06-01,topcv,Swift,1
2026-06-01,topcv,Swift-Objective-C,1
2026-06-01,topcv,Sử dụng công cụ quản lý lỗi,1
2026-06-01,topcv,Sử dụng phần mềm mastercam,1
2026-06-01,topcv,Teamwork,1
2026-06-01,topcv,Test Levels,1
2026-06-01,topcv,Test Techniques,1
2026-06-01,topcv,Test design,1
2026-06-01,topcv,Tester,2
2026-06-01,topcv,Thiết Kế Test Case,1
2026-06-01,topcv,Thuyết trình,2
2026-06-01,topcv,Thành thạo tin học văn phòng,1
2026-06-01,topcv,Thực Hiện Test Case,1
2026-06-01,topcv,Tiktok Ads,1
2026-06-01,topcv,Trách Nhiệm,1
2026-06-01,topcv,TypeScript,1
2026-06-01,topcv,Tài Chính,1
2026-06-01,topcv,Tìm kiếm khách hàng,1
2026-06-01,topcv,Tư Duy Phân Tích,1
2026-06-01,topcv,Tư duy logic,1
2026-06-01,topcv,Tổ chức công việc,1
2026-06-01,topcv,UI/UX,1
2026-06-01,topcv,UIKit/SwiftUI,1
2026-06-01,topcv,Vi điều khiển (Arduino,1
2026-06-01,topcv,Visio,1
2026-06-01,topcv,Viết test cases,1
2026-06-01,topcv,Viết tài liệu,1
2026-06-01,topcv,Word,1
2026-06-01,topcv,Xây Dựng Kế Hoạch Sản Phẩm,1
2026-06-01,topcv,Xây Dựng Và Trình Bày Đề Xuất Kỹ Thuật (technical Proposal),1
2026-06-01,topcv,Xây dựng mối quan hệ,2
2026-06-01,topcv,Xử Lý Sự Cố,1
2026-06-01,topcv,Xử lý vấn đề,1
2026-06-01,topcv,appsflyer,1
2026-06-01,topcv,azure,1
2026-06-01,topcv,chủ động,1
2026-06-01,topcv,commit,1
2026-06-01,topcv,connection pooling,1
2026-06-01,topcv,database query,1
2026-06-01,topcv,iOS,1
2026-06-01,topcv,kỹ năng phân tích,1
2026-06-01,topcv,kỹ năng tổ chức,1
2026-06-01,topcv,mastercam,1
2026-06-01,topcv,phân tích yêu cầu,1
2026-06-01,topcv,playwright,1
2026-06-01,topcv,quản lý team UA,1
2026-06-01,topcv,rollback,1
2026-06-01,topcv,sales B2G,1
2026-06-01,topcv,thiết kế mạch,1
2026-06-01,topcv,thuyết phục,2
2026-06-01,topcv,thầu,1
2026-06-01,topcv,trình bày,1
2026-06-01,topcv,tư duy phản biện,1
2026-06-01,topcv,tổ chức,1
2026-06-01,topcv,unit test,1
2026-06-01,topcv,Điều Phối Dự Án It,1
2026-06-01,topcv,Đàm phán,4
2026-06-01,topcv,Đánh giá mức độ bug,1
2026-06-01,topcv,Ưu tiên ứng viên sinh sống gần công ty,1
2026-06-01,topcv,Ứng dụng di động,1
2026-06-08,itviec,.NET,14
2026-06-08,itviec,.Net Core,3
2026-06-08,itviec,A/B testing,1
2026-06-08,itviec,AI,26
2026-06-08,itviec,API,15
2026-06-08,itviec,AWS,35
2026-06-08,itviec,Agile,15
2026-06-08,itviec,Ajax,1
2026-06-08,itviec,Android,9
2026-06-08,itviec,Angular,8
2026-06-08,itviec,Apache Airflow,1
2026-06-08,itviec,Apache Spark,2
2026-06-08,itviec,Appium,1
2026-06-08,itviec,AutoCAD,1
2026-06-08,itviec,Automation Test,8
2026-06-08,itviec,Azure,19
2026-06-08,itviec,BPMN,1
2026-06-08,itviec,BRD,2
2026-06-08,itviec,Black box testing,4
2026-06-08,itviec,Blockchain,1
2026-06-08,itviec,Bootstrap,1
2026-06-08,itviec,Bridge Engineer,2
2026-06-08,itviec,Business Analysis,13
2026-06-08,itviec,C language,1
2026-06-08,itviec,C#,11
2026-06-08,itviec,C++,4
2026-06-08,itviec,CI/CD,4
2026-06-08,itviec,CRM,1
2026-06-08,itviec,CSS,3
2026-06-08,itviec,CSS 3,1
2026-06-08,itviec,Cisco,1
2026-06-08,itviec,Clean Architecture,1
2026-06-08,itviec,Cloud,7
2026-06-08,itviec,Cloud-native Architecture,1
2026-06-08,itviec,Computer Vision,2
2026-06-08,itviec,Dart,1
2026-06-08,itviec,Data Analysis,3
2026-06-08,itviec,Data Engineer,4
2026-06-08,itviec,Data Lineage,1
2026-06-08,itviec,Data Quality Tools,1
2026-06-08,itviec,Data Science,2
2026-06-08,itviec,Data modeling,1
2026-06-08,itviec,Data-driven,1
2026-06-08,itviec,Database,11
2026-06-08,itviec,Databricks,3
2026-06-08,itviec,Deep Learning,2
2026-06-08,itviec,Design,1
2026-06-08,itviec,Design Systems,3
2026-06-08,itviec,DevOps,25
2026-06-08,itviec,Docker,29
2026-06-08,itviec,ERP,6
2026-06-08,itviec,Embedded,2
2026-06-08,itviec,Embedded Android,1
2026-06-08,itviec,English,30
2026-06-08,itviec,Event-Driven Architecture,2
2026-06-08,itviec,ExpressJS,1
2026-06-08,itviec,FastAPI,1
2026-06-08,itviec,Figma,2
2026-06-08,itviec,Firewall,1
2026-06-08,itviec,Flutter,2
2026-06-08,itviec,Fresher Accepted,5
2026-06-08,itviec,Fullstack,5
2026-06-08,itviec,GCP,14
2026-06-08,itviec,Generative AI,1
2026-06-08,itviec,Git,3
2026-06-08,itviec,GitHub,1
2026-06-08,itviec,Go,8
2026-06-08,itviec,GraphQL,1
2026-06-08,itviec,HTML,1
2026-06-08,itviec,HTML5,3
2026-06-08,itviec,Hadoop,1
2026-06-08,itviec,IT Audit,1
2026-06-08,itviec,IT Communication/Translation,1
2026-06-08,itviec,IT Support,2
2026-06-08,itviec,Information Security,1
2026-06-08,itviec,Integration test,1
2026-06-08,itviec,Internship Accepted,3
2026-06-08,itviec,J2EE,2
2026-06-08,itviec,JQuery,1
2026-06-08,itviec,JSON,1
2026-06-08,itviec,Japanese,4
2026-06-08,itviec,Japanese IT Communication,1
2026-06-08,itviec,Java,31
2026-06-08,itviec,JavaScript,24
2026-06-08,itviec,Jest,1
2026-06-08,itviec,Jira,4
2026-06-08,itviec,Jmeter,1
2026-06-08,itviec,Kafka,1
2026-06-08,itviec,Kanban,1
